,source_tri_points,target_tri_points
228,"[[252.0316129, 376.61677419], [81.25483871, 238.54193548], [160.28451613, 74.12387097], [348.32064516, 204.9316129]]","[[207.19032258, 364.80774194], [80.92451613, 191.30580645], [189.93096774, 41.42193548], [348.89870968, 215.83225806]]"
229,"[[154.02139037, 315.73529412], [51.9560309, 183.55228758], [193.34165181, 72.28431373], [303.77302436, 271.39542484]]","[[191.36423054, 315.73529412], [60.01782531, 214.50653595], [165.42959002, 68.9379085], [323.54723708, 240.44117647]]"
230,"[[93.85472371, 273.06862745], [161.61942959, 129.17320261], [335.63250149, 143.39542484], [262.01158645, 339.99673203]]","[[173.02762923, 371.7875817], [70.12566845, 234.58496732], [154.62240048, 83.16013072], [301.86423054, 241.27777778]]"
231,"[[175.14516129, 312.27419355], [72.24193548, 184.53225806], [212.40322581, 72.75806452], [325.06451613, 272.35483871]]","[[229.82258065, 325.58064516], [81.67741935, 259.93548387], [157.96774194, 102.91935484], [339.82258065, 226.22580645]]"
232,"[[112.19132501, 273.90522876], [196.68805704, 109.09477124], [353.13250149, 140.88562092], [279.51158645, 340.83333333]]","[[227.33808675, 384.33660131], [74.24004753, 259.68300654], [144.51455734, 114.11437908], [316.01782531, 228.72875817]]"
233,"[[143.90701129, 251.31699346], [172.35145573, 108.25816993], [327.95929887, 143.39542484], [243.46256684, 346.68954248]]","[[137.74658348, 307.36928105], [41.53743316, 188.57189542], [174.557041, 87.34313725], [272.43939394, 284.78104575]]"
234,"[[253.8483871, 354.7083871], [81.25483871, 217.54193548], [163.00967742, 54.94064516], [361.03806452, 193.01548387]]","[[217.18258065, 351.98322581], [79.10774194, 188.47354839], [182.66387097, 41.31483871], [353.44064516, 215.72516129]]"
235,"[[149.19459299, 314.0620915], [46.2926322, 182.71568627], [187.67825312, 73.95751634], [298.94622698, 273.06862745]]","[[184.02762923, 322.42810458], [51.00802139, 232.0751634], [152.23677956, 86.50653595], [313.70083185, 244.62418301]]"
236,"[[86.52792632, 273.90522876], [169.35145573, 108.25816993], [324.95929887, 144.23202614], [251.33838384, 339.99673203]]","[[168.21063577, 379.31699346], [43.557041, 234.58496732], [136.4197861, 100.72875817], [287.8446227, 245.46078431]]"
237,"[[133.52790323, 238.40919355], [415.97596774, 246.50483871], [336.81854839, 376.03516129], [262.15870968, 148.45758065]]","[[377.86919355, 257.29903226], [81.9283871, 259.99758065], [166.48290323, 122.3716129], [250.13790323, 358.04483871]]"
238,"[[349.01790323, 220.80209677], [135.75274194, 128.55645161], [79.05129032, 264.80919355], [244.92419355, 337.59016129]]","[[354.63419355, 256.34629032], [156.60225806, 128.55645161], [79.58983871, 259.73145161], [235.30725806, 353.66967742]]"
239,"[[340.42008318, 222.03594771], [112.86452763, 124.15359477], [70.19786096, 267.2124183], [237.5181224, 337.4869281]]","[[115.07011289, 239.60457516], [322.54723708, 377.64379085], [381.94592989, 245.46078431], [236.37730244, 149.25163399]]"
240,"[[114.89393939, 241.27777778], [299.78282828, 361.74836601], [370.89393939, 245.46078431], [231.18152109, 155.94444444]]","[[346.32828283, 253.82679739], [153.07338087, 145.06862745], [82.79887106, 271.39542484], [230.04070113, 354.21895425]]"
241,"[[329.06387403, 226.21895425], [127.442959, 133.35620915], [71.39067142, 264.70261438], [230.34491979, 332.46732026]]","[[345.49168152, 254.66339869], [152.23677956, 145.06862745], [82.79887106, 270.55882353], [232.55050505, 356.72875817]]"
242,"[[306.53483871, 27.02903226], [108.50645161, 34.29612903], [117.59032258, 199.62258065], [321.97741935, 228.69096774]]","[[344.35677419, 86.98258065], [148.14516129, 28.84580645], [91.82516129, 176.00451613], [278.04451613, 287.73612903]]"
243,"[[316.52709677, 82.44064516], [123.94903226, 37.92967742], [73.07935484, 184.18], [272.01612903, 278.65225806]]","[[342.54, 86.07419355], [151.77870968, 28.84580645], [91.82516129, 175.09612903], [278.04451613, 285.01096774]]"
244,"[[323.79419355, 80.76516129], [117.59032258, 31.71225806], [62.17870968, 187.04645161], [272.92451613, 287.87741935]]","[[308.02129032, 20.8116129], [85.46645161, 33.52903226], [106.35935484, 205.21419355], [325.28064516, 233.37419355]]"
245,"[[307.44322581, 20.94516129], [99.42258065, 28.21225806], [109.41483871, 204.43935484], [325.61096774, 233.50774194]]","[[345.26516129, 65.45612903], [136.33612903, 27.30387097], [90.0083871, 174.46258065], [298.02903226, 271.66]]"
246,"[[321.97741935, 78.17354839], [118.49870968, 30.93741935], [65.81225806, 187.18], [272.92451613, 282.56064516]]","[[347.99032258, 66.36451613], [139.06129032, 28.21225806], [90.0083871, 178.09612903], [297.12064516, 268.93483871]]"
247,"[[443.70129032, 330.38387097], [449.1516129, 121.45483871], [235.68064516, 98.74516129], [260.20709677, 297.68193548]]","[[93.64193548, 275.88064516], [303.47935484, 313.12451613], [341.6316129, 98.74516129], [148.14516129, 96.02]]"
248,"[[475.49483871, 136.76064516], [202.97870968, 80.44064516], [130.30774194, 351.14], [386.47290323, 377.48322581]]","[[40.95548387, 369.30774194], [318.92193548, 406.5516129], [370.7, 130.40193548], [115.44322581, 126.7683871]]"
249,"[[420.9916129, 100.19548387], [214.78774194, 56.59290323], [160.28451613, 261.8883871], [353.77096774, 282.78129032]]","[[440.64580645, 329.10903226], [443.37096774, 119.2716129], [235.35032258, 93.83677419], [264.41870968, 295.49870968]]"
250,"[[440.06774194, 328.20064516], [442.79290323, 117.45483871], [234.77225806, 93.83677419], [258.39032258, 290.0483871]]","[[105.45096774, 288.2316129], [318.01354839, 275.51419355], [312.56322581, 59.31806452], [120.89354839, 99.28709677]]"
251,"[[475.49483871, 118.98580645], [202.07032258, 61.75741935], [133.03290323, 333.36516129], [384.65612903, 357.8916129]]","[[60.94, 368.79225806], [337.99806452, 346.99096774], [330.73096774, 62.66580645], [77.29096774, 113.53548387]]"
252,"[[41.28580645, 281.86193548], [362.85483871, 349.08258065], [405.54903226, 168.31354839], [176.63548387, 97.45935484]]","[[357.98258065, 395.41032258], [353.44064516, 63.84903226], [162.67935484, 62.03225806], [135.42774194, 296.39612903]]"
253,"[[366.9266129, 451.69032258], [356.60080645, 67.91451613], [132.875, 65.33306452], [107.06048387, 338.10645161]]","[[358.86935484, 456.85322581], [355.42741935, 75.65887097], [132.56209677, 71.35645161], [105.0266129, 344.12983871]]"
254,"[[368.30516129, 378.8683871], [354.67935484, 44.58193548], [161.19290323, 45.49032258], [140.3, 281.67096774]]","[[39.13870968, 270.77032258], [362.52451613, 337.08258065], [406.12709677, 156.31354839], [178.12193548, 87.27612903]]"
255,"[[42.19419355, 281.67870968], [363.76322581, 346.17419355], [406.45741935, 167.22193548], [177.54387097, 97.27612903]]","[[364.34129032, 417.93677419], [360.70774194, 83.65032258], [167.22129032, 76.38322581], [139.06129032, 314.38064516]]"
256,"[[370.82451613, 452.44080645], [361.28112903, 62.02951613], [133.10741935, 62.89709677], [108.81516129, 339.65532258]]","[[366.17112903, 485.40887097], [366.17112903, 95.86516129], [139.73258065, 88.92451613], [108.49967742, 364.81516129]]"
257,"[[169.67709677, 429.09774194], [310.77870968, 472.71096774], [188.49064516, 186.23193548], [207.30419355, 115.25354839]]","[[130.02870968, 390.61548387], [247.18580645, 465.01451613], [182.19354839, 146.03935484], [208.70354839, 72.49548387]]"
258,"[[290.24596774, 131.61693548], [183.21774194, 72.625], [77.03225806, 259.71370968], [361.03629032, 373.48387097]]","[[128.13306452, 392.86693548], [246.11693548, 466.18548387], [352.30241935, 279.93951613], [74.19758065, 147.62903226]]"
259,"[[294.28580645, 132.95822581], [188.02580645, 70.40193548], [364.55451613, 373.75709677], [256.58064516, 377.18483871]]","[[171.43241935, 432.88564516], [315.39758065, 473.1616129], [69.45709677, 214.36709677], [191.14193548, 184.37435484]]"
260,"[[164.37759952, 427.83986928], [304.92661913, 467.99673203], [186.12923351, 186.89869281], [65.65864528, 217.01633987]]","[[335.57664884, 128.33660131], [236.85769459, 61.40849673], [285.38057041, 367.60457516], [386.60932858, 365.93137255]]"
261,"[[279.52139037, 135.02941176], [174.94622698, 75.63071895], [241.87433155, 375.13398693], [353.97890671, 370.11437908]]","[[335.2694593, 128.33660131], [234.87730244, 59.73529412], [284.23677956, 366.76797386], [387.13874034, 365.09477124]]"
262,"[[98.92335116, 14.55882353], [26.97563874, 432.85947712], [316.43969103, 349.19934641], [260.38740345, 82.32352941]]","[[319.4818776, 470.50653595], [331.1942959, 51.36928105], [60.97207368, 176.85947712], [152.16161616, 429.5130719]]"
263,"[[75.16191325, 19.57843137], [55.92008318, 433.69607843], [329.48871064, 320.75490196], [240.80897207, 68.10130719]]","[[320.81847891, 470.50653595], [332.53089721, 49.69607843], [60.63547237, 176.85947712], [152.66161616, 429.5130719]]"
264,"[[67.99851456, 20.41503268], [47.08348188, 432.02287582], [323.16191325, 319.91830065], [231.97237077, 68.9379085]]","[[91.1191325, 14.55882353], [20.8446227, 434.53267974], [308.63547237, 348.3627451], [252.58318479, 81.4869281]]"
265,"[[84.25995247, 15.39542484], [13.14884135, 433.69607843], [300.93969103, 349.19934641], [245.72400475, 82.32352941]]","[[32.92305407, 27.10784314], [47.9818776, 442.89869281], [314.02109329, 306.53267974], [201.91651812, 57.2254902]]"
266,"[[68.49851456, 18.74183007], [47.58348188, 432.85947712], [321.15210933, 320.75490196], [232.47237077, 68.10130719]]","[[39.74985146, 24.59803922], [55.64527629, 443.73529412], [321.68449198, 305.69607843], [208.74331551, 53.87908497]]"
267,"[[11.8677956, 406.9248366], [142.37759952, 483.05555556], [369.09655377, 128.33660131], [228.54753417, 152.59803922]]","[[49.21063577, 434.53267974], [188.92305407, 497.27777778], [363.77272727, 105.74836601], [224.89691028, 156.78104575]]"
268,"[[424.4560309, 136.70261438], [326.57367796, 47.18627451], [27.07040998, 360.91176471], [172.63903743, 352.54575163]]","[[51.86423054, 432.85947712], [174.8446227, 488.91176471], [366.42632204, 104.91176471], [230.89691028, 155.10784314]]"
269,"[[474.0666129, 120.15741935], [364.75145161, 22.12080645], [31.60048387, 371.75580645], [192.97048387, 363.94758065]]","[[22.60919355, 423.81064516], [147.54080645, 500.15774194], [417.3583871, 114.95193548], [262.06145161, 139.24419355]]"
270,"[[14.48217469, 417.80065359], [134.11616162, 493.09477124], [396.80897207, 119.97058824], [244.54753417, 144.23202614]]","[[0.79233512, 418.6372549], [123.77272727, 489.74836601], [353.83808675, 99.89215686], [205.75965538, 142.55882353]]"
271,"[[455.17825312, 126.66339869], [349.76648841, 31.29084967], [30.18478907, 367.60457516], [186.62923351, 360.0751634]]","[[3.10932858, 421.14705882], [130.27272727, 489.74836601], [360.33808675, 100.72875817], [212.25965538, 140.88562092]]"
272,"[[405.0311943, 127.5], [36.09001783, 196.9379085], [43.61942959, 396.04901961], [316.35145573, 385.17320261]]","[[14.87076649, 355.89215686], [393.85115865, 309.04248366], [401.38057041, 111.60457516], [126.97534165, 104.0751634]]"
273,"[[12.318776, 368.44117647], [395.48217469, 318.24509804], [397.99197861, 119.97058824], [123.58674985, 114.11437908]]","[[17.03416518, 357.56535948], [395.17795603, 309.87908497], [404.38057041, 106.58496732], [126.62893642, 104.0751634]]"
274,"[[0.328579917, 370.95098], [376.799168, 316.571895], [381.818776, 121.643791], [109.08675, 115.787582]]","[[393.22697564, 128.33660131], [24.28579917, 199.44771242], [30.14200832, 394.37581699], [302.87403446, 384.33660131]]"
275,"[[418.20439691, 127.5], [49.26322044, 197.7745098], [54.28282828, 393.53921569], [326.17825312, 383.5]]","[[453.87403446, 206.14052288], [79.07664884, 173.5130719], [34.73677956, 363.42156863], [296.59298871, 428.67647059]]"
276,"[[23.93951613, 368.42741935], [431.8266129, 290.89516129], [409.07258065, 120.66129032], [136.02419355, 113.91935484]]","[[458.48790323, 202.40725806], [48.07258065, 193.13709677], [33.74596774, 367.58467742], [300.05241935, 429.94758065]]"
277,"[[274.74129032, 413.89483871], [490.93741935, 118.66903226], [57.63677419, 135.02], [115.77354839, 329.41483871]]","[[123.61870968, 417.5283871], [477.88967742, 325.78129032], [129.97741935, 63.25741935], [56.39806452, 253.11032258]]"
278,"[[206.61225806, 43.34903226], [21.30129032, 324.04064516], [418.26645161, 286.79677419], [351.04580645, 112.38645161]]","[[135.42774194, 377.63548387], [458.81354839, 299.51419355], [142.69483871, 56.97483871], [72.74903226, 230.47677419]]"
279,"[[22.20967742, 318.63225806], [417.35806452, 283.20516129], [351.95419355, 107.88645161], [205.70387097, 39.75741935]]","[[469.71419355, 104.25290323], [74.56580645, 118.78709677], [130.88580645, 295.92258065], [271.68580645, 371.31870968]]"
280,"[[273.83290323, 394.12774194], [483.67032258, 108.89419355], [64.90387097, 125.24516129], [123.94903226, 312.37290323]]","[[213.54903226, 28.04774194], [33.6883871, 337.80774194], [450.63806452, 269.67870968], [369.7916129, 94.36]]"
281,"[[205.70387097, 38.16580645], [22.20967742, 318.85741935], [417.35806452, 281.61354839], [351.04580645, 106.29483871]]","[[215.36580645, 27.26516129], [46.40580645, 317.94903226], [438.82903226, 252.54516129], [361.61612903, 83.58516129]]"
282,"[[438.13903743, 187.73529412], [226.47890671, 483.05555556], [17.32857992, 232.0751634], [116.88413547, 9.53921569]]","[[22.0439691, 262.19281046], [270.51455734, 12.04901961], [439.50802139, 289.80065359], [303.14200832, 494.76797386]]"
283,"[[21.51158645, 238.76797386], [377.90374332, 44.67647059], [284.20439691, 502.29738562], [157.04099822, 439.55228758]]","[[22.88057041, 261.35620915], [353.33808675, 42.16666667], [303.14200832, 493.93137255], [170.12240048, 440.38888889]]"
284,"[[426.12923351, 185.2254902], [231.20112894, 478.03594771], [17.0311943, 240.44117647], [141.68478907, 12.04901961]]","[[15.89037433, 259.68300654], [259.34135472, 15.39542484], [424.98841355, 288.96405229], [257.66815211, 488.91176471]]"
285,"[[19.82857992, 237.09477124], [381.24034462, 42.16666667], [287.54099822, 503.97058824], [160.37759952, 442.0620915]]","[[442.8446227, 186.89869281], [138.32174688, 467.16013072], [118.24331551, 5.35620915], [262.97534165, 33.80065359]]"
286,"[[432.12923351, 185.2254902], [236.36452763, 480.54575163], [23.0311943, 240.44117647], [111.71093286, 16.23202614]]","[[431.82501485, 188.57189542], [222.67468806, 479.70915033], [16.87076649, 232.91176471], [113.07991682, 12.04901961]]"
287,"[[432.12923351, 186.89869281], [236.36452763, 480.54575163], [79.92008318, 352.54575163], [110.87433155, 17.06862745]]","[[19.38057041, 237.09477124], [296.29560309, 7.02941176], [408.40017825, 173.5130719], [282.07338087, 498.11437908]]"
288,"[[436.30243613, 186.89869281], [226.31550802, 479.70915033], [71.54426619, 349.19934641], [114.21093286, 9.53921569]]","[[25.22697564, 211.16013072], [324.73024361, 7.02941176], [417.59298871, 185.2254902], [261.14854427, 496.44117647]]"
289,"[[18.83838384, 237.93137255], [300.77302436, 3.68300654], [413.71420083, 173.5130719], [260.61616162, 494.76797386]]","[[24.39037433, 211.99673203], [326.40344623, 6.19281046], [418.42959002, 186.0620915], [241.07011289, 488.0751634]]"
290,"[[426.12923351, 186.89869281], [229.52792632, 479.70915033], [73.08348188, 354.21895425], [104.03773024, 16.23202614]]","[[20.90998217, 212.83333333], [317.06684492, 9.53921569], [407.4197861, 183.55228758], [247.62893642, 493.93137255]]"
291,"[[157.97563874, 494.76797386], [14.0802139, 401.06862745], [193.94949495, 53.87908497], [362.10635769, 139.2124183]]","[[191.97207368, 8.70261438], [354.27272727, 57.2254902], [283.99821747, 445.40849673], [99.10932858, 409.43464052]]"
292,"[[168.84165181, 504.80718954], [21.59982175, 416.96405229], [188.92008318, 55.55228758], [362.09655377, 140.04901961]]","[[194.47207368, 7.86601307], [355.93612597, 56.38888889], [283.98841355, 444.57189542], [99.09952466, 407.76143791]]"
293,"[[191.12269756, 506.48039216], [37.18805704, 433.69607843], [168.53446227, 58.89869281], [345.05733809, 124.99019608]]","[[189.9818776, 5.35620915], [352.28253119, 55.55228758], [278.66161616, 445.40849673], [94.60932858, 411.10784314]]"
294,"[[168.85145573, 503.13398693], [20.77302436, 415.29084967], [186.42008318, 60.57189542], [372.14557338, 143.39542484]]","[[157.67142008, 492.25816993], [16.28579917, 401.90522876], [193.64527629, 54.71568627], [374.35115865, 145.06862745]]"
295,"[[195.62269756, 503.13398693], [44.19786096, 431.18627451], [173.87106358, 62.24509804], [349.55733809, 125.82679739]]","[[156.83481878, 494.76797386], [15.44919786, 402.74183007], [192.80867499, 52.20588235], [360.96553773, 139.2124183]]"
296,"[[196.78609626, 504.80718954], [43.68805704, 432.02287582], [173.36125966, 60.57189542], [350.72073678, 124.99019608]]","[[169.71063577, 503.97058824], [22.4688057, 416.96405229], [189.78906714, 55.55228758], [362.96553773, 137.53921569]]"
297,"[[153.97563874, 489.74836601], [13.42661913, 398.55882353], [188.27629234, 57.2254902], [353.08674985, 142.55882353]]","[[177.09625668, 23.76143791], [339.39691028, 64.75490196], [278.32501485, 447.08169935], [90.92632204, 414.45424837]]"
298,"[[166.52465835, 498.11437908], [20.11942959, 411.94444444], [179.91027926, 63.08169935], [351.41354724, 143.39542484]]","[[177.93285799, 22.08823529], [338.56030897, 63.91830065], [275.81521093, 446.24509804], [92.59952466, 415.29084967]]"
299,"[[186.45929887, 498.95098039], [36.70766488, 427.00326797], [163.87106358, 65.59150327], [336.21093286, 128.33660131]]","[[173.60606061, 21.25163399], [333.39691028, 66.42810458], [271.48841355, 442.89869281], [84.92632204, 416.96405229]]"
300,"[[475.49483871, 20.65806452], [411.90774194, 257.74709677], [170.27677419, 227.77032258], [186.62774194, 71.52774194]]","[[425.20322581, 3.39870968], [414.30258065, 248.66322581], [166.31290323, 269.55612903], [151.77870968, 114.22193548]]"
301,"[[474.58645161, 6.12387097], [434.61741935, 245.93806452], [183.90258065, 236.85419355], [188.44451613, 79.70322581]]","[[424.29483871, 6.12387097], [413.39419355, 247.75483871], [168.12967742, 269.55612903], [150.87032258, 114.22193548]]"
302,"[[486.39548387, 3.26516129], [442.79290323, 253.0716129], [182.99419355, 242.17096774], [190.26129032, 79.56967742]]","[[486.97354839, 16.89096774], [419.75290323, 265.78903226], [164.49612903, 233.99548387], [184.48064516, 69.57741935]]"
303,"[[483.67032258, 18.02451613], [416.44967742, 260.56387097], [166.64322581, 227.86193548], [184.81096774, 68.89419355]]","[[482.4316129, 14.39096774], [417.02774194, 256.93032258], [160.86258065, 222.4116129], [179.03032258, 59.81032258]]"
304,"[[478.22, 2.58193548], [441.88451613, 251.48], [183.90258065, 241.48774194], [186.62774194, 77.06967742]]","[[483.34, 14.39096774], [417.02774194, 256.93032258], [162.67935484, 222.4116129], [179.03032258, 59.81032258]]"
305,"[[367.63576946, 32.96405229], [178.56387403, 474.68954248], [35.50505051, 370.11437908], [135.89720737, 119.13398693]]","[[378.2073678, 43.00326797], [149.81521093, 467.16013072], [18.4688057, 349.19934641], [138.93939394, 110.76797386]]"
306,"[[384.54099822, 37.98366013], [162.00505051, 461.30392157], [26.47563874, 347.52614379], [146.10962567, 106.58496732]]","[[375.03416518, 41.33006536], [148.31521093, 466.32352941], [18.4688057, 349.19934641], [138.93939394, 110.76797386]]"
307,"[[384.54099822, 37.98366013], [162.00505051, 461.30392157], [26.47563874, 347.52614379], [146.10962567, 106.58496732]]","[[367.50475342, 33.80065359], [177.59625668, 473.85294118], [34.53743316, 368.44117647], [134.92959002, 120.80718954]]"
308,"[[420.9916129, 29.35354839], [233.86387097, 467.19612903], [94.88064516, 360.00645161], [190.26129032, 117.46709677]]","[[501.50774194, 141.99354839], [149.05354839, 463.56258065], [63.66516129, 306.4116129], [253.51806452, 125.64258065]]"
309,"[[439.15935484, 36.80387097], [217.51290323, 458.29548387], [86.70516129, 371.99870968], [202.07032258, 105.84129032]]","[[501.50774194, 142.17677419], [144.5116129, 464.65419355], [56.39806452, 337.48], [255.33483871, 125.82580645]]"
310,"[[490.93741935, 97.90516129], [509.10516129, 211.45354839], [118.49870968, 275.04064516], [87.61354839, 144.23290323]]","[[445.18774194, 60.66129032], [472.43935484, 167.85096774], [91.82516129, 271.40709677], [50.03935484, 147.86645161]]"
311,"[[493.66258065, 184.62580645], [489.12064516, 309.98322581], [41.28580645, 290.90709677], [34.92709677, 138.29806452]]","[[471.53096774, 68.35225806], [499.69096774, 188.25935484], [68.20709677, 306.34967742], [21.87935484, 168.27483871]]"
312,"[[465.50258065, 162.40064516], [461.86903226, 274.13225806], [66.72064516, 255.96451613], [63.08709677, 122.4316129]]","[[489.69870968, 98.81354839], [507.86645161, 209.63677419], [118.1683871, 275.04064516], [85.46645161, 142.41612903]]"
313,"[[490.93741935, 98.81354839], [508.19677419, 210.54516129], [117.59032258, 275.94903226], [85.79677419, 143.32451613]]","[[92.73354839, 275.04064516], [50.03935484, 169.66774194], [414.30258065, 23.41741935], [474.25612903, 138.78258065]]"
314,"[[499.11290323, 180.03419355], [493.66258065, 311.75032258], [36.74387097, 288.13225806], [33.11032258, 133.70645161]]","[[66.39032258, 309.93354839], [18.24580645, 189.11806452], [440.64580645, 19.24967742], [507.86645161, 150.96580645]]"
315,"[[75.48544266, 119.97058824], [202.64884135, 109.09477124], [192.60962567, 325.7745098], [51.22400475, 457.95751634]]","[[65.97860963, 129.17320261], [190.6322044, 117.46078431], [185.61259655, 333.30392157], [49.24658348, 466.32352941]]"
316,"[[64.44622698, 125.82679739], [190.77302436, 116.62418301], [172.3677956, 333.30392157], [27.63576946, 459.63071895]]","[[64.97860963, 130.00980392], [189.6322044, 121.64379085], [186.28579917, 332.46732026], [46.57338087, 463.81372549]]"
317,"[[64.44622698, 125.82679739], [190.77302436, 116.62418301], [172.3677956, 333.30392157], [27.63576946, 459.63071895]]","[[75.01782531, 122.48039216], [200.50802139, 109.93137255], [191.30540701, 324.9379085], [50.7563874, 459.63071895]]"
318,"[[73.83184789, 126.66339869], [195.97563874, 117.46078431], [185.09982175, 321.59150327], [47.89720737, 451.26470588]]","[[55.95900178, 140.88562092], [173.08318479, 121.64379085], [178.10279263, 325.7745098], [55.12240048, 463.81372549]]"
319,"[[61.28282828, 130.84640523], [184.26322044, 122.48039216], [167.5311943, 330.79411765], [27.818776, 453.7745098]]","[[55.95900178, 140.88562092], [173.08318479, 121.64379085], [178.10279263, 325.7745098], [55.12240048, 463.81372549]]"
320,"[[44.17498515, 113.27777778], [175.52139037, 20.41503268], [177.19459299, 364.25816993], [70.10962567, 452.10130719]]","[[61.43939394, 114.11437908], [208.681224, 33.80065359], [145.09952466, 392.70261438], [36.34135472, 429.5130719]]"
321,"[[55.56060606, 125.82679739], [192.76322044, 38.82026144], [171.01158645, 463.81372549], [36.318776, 458.79411765]]","[[61.94919786, 115.7875817], [208.35442662, 35.47385621], [154.81194296, 462.97712418], [25.13874034, 444.57189542]]"
322,"[[50.56060606, 127.5], [187.76322044, 37.98366013], [150.95276292, 472.17973856], [32.99197861, 458.79411765]]","[[38.5439691, 116.62418301], [164.03416518, 25.43464052], [183.27599525, 458.79411765], [58.62240048, 462.97712418]]"
323,"[[65.09001783, 467.99673203], [44.17498515, 114.95098039], [176.35799168, 22.08823529], [193.09001783, 463.81372549]]","[[32.15834819, 450.42810458], [57.2563874, 120.80718954], [203.66161616, 39.65686275], [148.44592989, 470.50653595]]"
324,"[[35.48217469, 457.95751634], [54.72400475, 125.82679739], [192.76322044, 37.98366013], [157.62596554, 471.34313725]]","[[31.8315508, 450.42810458], [57.2563874, 120.80718954], [203.66161616, 39.65686275], [148.44592989, 470.50653595]]"
325,"[[49.28609626, 487.23856209], [23.35145573, 466.32352941], [81.91354724, 20.41503268], [76.89393939, 168.49346405]]","[[58.18449198, 488.0751634], [31.41325015, 468.83333333], [76.58972074, 22.08823529], [74.07991682, 168.49346405]]"
326,"[[52.63250149, 486.40196078], [25.02465835, 467.16013072], [74.38413547, 23.76143791], [73.54753417, 210.32352941]]","[[59.02109329, 488.0751634], [31.41325015, 468.83333333], [76.58972074, 22.08823529], [73.24331551, 219.52614379]]"
327,"[[52.63250149, 486.40196078], [25.02465835, 467.16013072], [74.38413547, 23.76143791], [73.54753417, 210.32352941]]","[[48.9818776, 488.0751634], [23.04723708, 469.66993464], [82.44592989, 18.74183007], [74.91651812, 215.34313725]]"
328,"[[69.62269756, 488.0751634], [42.01485443, 467.16013072], [103.08674985, 17.90522876], [73.8057041, 273.06862745]]","[[50.07664884, 488.91176471], [24.97860963, 471.34313725], [120.35115865, 20.41503268], [65.13547237, 278.08823529]]"
329,"[[71.29590018, 488.0751634], [46.19786096, 467.99673203], [94.72073678, 24.59803922], [70.45929887, 270.55882353]]","[[50.07664884, 488.91176471], [24.97860963, 471.34313725], [120.35115865, 20.41503268], [65.13547237, 278.08823529]]"
330,"[[97.75995247, 480.54575163], [73.49851456, 482.21895425], [88.55733809, 20.41503268], [101.10635769, 325.7745098]]","[[101.63874034, 483.89215686], [79.05050505, 485.56535948], [84.9067142, 20.41503268], [104.98514557, 326.61111111]]"
331,"[[100.57694593, 483.89215686], [78.82531194, 487.23856209], [81.33511586, 22.08823529], [113.96256684, 371.7875817]]","[[109.47534165, 478.87254902], [86.05050505, 479.70915033], [91.9067142, 24.59803922], [118.67795603, 366.76797386]]"
332,"[[100.57694593, 483.89215686], [78.82531194, 487.23856209], [81.33511586, 22.08823529], [113.96256684, 371.7875817]]","[[102.78253119, 476.3627451], [80.1942959, 478.87254902], [93.57991682, 25.43464052], [119.51455734, 365.09477124]]"
333,"[[107.42335116, 486.40196078], [82.32531194, 488.0751634], [98.22073678, 15.39542484], [122.48217469, 370.95098039]]","[[124.68775995, 493.09477124], [98.75311943, 491.42156863], [85.36749851, 15.39542484], [129.7073678, 370.95098039]]"
334,"[[102.25014854, 486.40196078], [80.49851456, 486.40196078], [43.68805704, 123.31699346], [114.79916815, 372.62418301]]","[[120.35115865, 482.21895425], [96.08972074, 483.89215686], [43.38383838, 124.99019608], [127.0439691, 368.44117647]]"
335,"[[103.26975639, 482.21895425], [70.64230541, 475.52614379], [79.84491979, 32.96405229], [49.72727273, 25.43464052]]","[[113.84135472, 474.68954248], [83.72370766, 470.50653595], [61.97207368, 29.61764706], [39.38383838, 21.25163399]]"
336,"[[103.442959, 478.03594771], [73.32531194, 470.50653595], [75.83511586, 35.47385621], [50.73707665, 27.94444444]]","[[113.17795603, 469.66993464], [82.22370766, 465.4869281], [61.30867499, 31.29084967], [38.72043969, 23.76143791]]"
337,"[[103.442959, 478.03594771], [73.32531194, 470.50653595], [75.83511586, 35.47385621], [50.73707665, 27.94444444]]","[[102.30213904, 478.03594771], [69.67468806, 472.17973856], [78.04070113, 40.49346405], [50.43285799, 26.27124183]]"
338,"[[98.10635769, 476.3627451], [63.8057041, 473.01633987], [73.00831848, 37.98366013], [46.23707665, 27.94444444]]","[[106.16815211, 478.03594771], [73.54070113, 471.34313725], [73.54070113, 32.96405229], [48.44266191, 24.59803922]]"
339,"[[100.93315508, 476.3627451], [70.81550802, 469.66993464], [74.99851456, 38.82026144], [52.41027926, 28.78104575]]","[[112.34135472, 476.3627451], [81.38710636, 470.50653595], [78.87730244, 33.80065359], [54.61586453, 27.10784314]]"
340,"[[413.72451613, 146.05741935], [331.96967742, 295.03290323], [121.22387097, 71.56967742], [394.6483871, 17.06645161]]","[[448.82129032, 146.96580645], [357.98258065, 298.66645161], [146.3283871, 59.76064516], [431.56193548, 7.07419355]]"
341,"[[440.06774194, 131.52322581], [351.04580645, 276.86516129], [133.94129032, 32.50903226], [451.87677419, 6.16580645]]","[[447.91290323, 147.87419355], [358.89096774, 298.66645161], [148.14516129, 59.76064516], [462.44709677, 25.24193548]]"
342,"[[431.89225806, 113.35548387], [353.77096774, 260.51419355], [130.30774194, 51.58516129], [317.43548387, 62.48580645]]","[[447.91290323, 147.87419355], [358.89096774, 297.75806452], [149.05354839, 59.76064516], [332.54774194, 86.10387097]]"
