,source_tri_points,target_tri_points
230,"[[133.48709677, 220.60967742], [96.69741935, 126.13741935], [108.96064516, 54.82903226], [189.35290323, 72.54258065]]","[[229.15677419, 170.19419355], [105.61612903, 159.29354839], [32.49096774, 104.33612903], [91.53612903, 23.48967742]]"
231,"[[162.10129032, 143.39677419], [90.79290323, 155.20580645], [37.65225806, 91.16451613], [109.86903226, 35.29870968]]","[[181.01225806, 118.87032258], [117.42516129, 158.83935484], [40.21225806, 130.22516129], [80.63548387, 49.83290323]]"
232,"[[144.38774194, 174.73612903], [96.69741935, 125.22903226], [108.96064516, 53.46645161], [188.89870968, 72.54258065]]","[[181.01225806, 118.87032258], [117.42516129, 158.83935484], [40.21225806, 130.22516129], [80.63548387, 49.83290323]]"
233,"[[144.38774194, 174.73612903], [96.69741935, 125.22903226], [108.96064516, 53.46645161], [188.89870968, 72.54258065]]","[[160.57354839, 143.85096774], [90.17354839, 156.11419355], [37.94129032, 90.25612903], [108.79548387, 35.75290323]]"
234,"[[182.99419355, 120.68709677], [117.13612903, 161.56451613], [41.28580645, 130.67935484], [81.70903226, 48.92451613]]","[[181.92064516, 129.31677419], [104.25354839, 164.74387097], [27.04064516, 112.96580645], [86.08580645, 30.30258065]]"
235,"[[163.00967742, 144.75935484], [90.33870968, 155.66], [38.56064516, 91.61870968], [108.50645161, 35.75290323]]","[[181.92064516, 129.31677419], [104.25354839, 164.74387097], [27.04064516, 112.96580645], [86.08580645, 30.30258065]]"
236,"[[144.38774194, 173.82774194], [97.1516129, 125.68322581], [109.86903226, 53.92064516], [188.44451613, 72.0883871]]","[[181.92064516, 129.31677419], [104.25354839, 164.74387097], [27.04064516, 112.96580645], [86.08580645, 30.30258065]]"
237,"[[62.17870968, 120.23290323], [214.78774194, 121.59548387], [131.21612903, 69.36322581], [139.3916129, 162.47290323]]","[[190.09612903, 127.5], [43.3916129, 129.31677419], [123.78387097, 177.46129032], [117.42516129, 88.43935484]]"
238,"[[182.99419355, 112.05741935], [47.64451613, 133.40451613], [131.21612903, 167.46903226], [112.14, 83.89741935]]","[[190.09612903, 127.5], [43.3916129, 129.31677419], [123.78387097, 177.46129032], [117.42516129, 88.43935484]]"
239,"[[182.99419355, 112.05741935], [47.64451613, 133.40451613], [131.21612903, 167.46903226], [112.14, 83.89741935]]","[[62.01354839, 121.14129032], [214.62258065, 122.04967742], [131.50516129, 68.45483871], [140.13483871, 162.47290323]]"
240,"[[62.63290323, 118.87032258], [215.24193548, 122.04967742], [131.67032258, 69.81741935], [140.3, 162.92709677]]","[[187.82516129, 128.86258065], [57.92580645, 134.76709677], [131.50516129, 175.19032258], [123.78387097, 94.34387097]]"
241,"[[184.81096774, 110.69483871], [48.55290323, 134.76709677], [130.30774194, 164.28967742], [111.68580645, 84.3516129]]","[[187.82516129, 128.86258065], [57.92580645, 134.76709677], [131.50516129, 175.19032258], [123.78387097, 94.34387097]]"
242,"[[214.78774194, 64.36709677], [163.00967742, 121.59548387], [53.54903226, 106.15290323], [82.16322581, 27.57741935]]","[[212.3516129, 111.60322581], [138.31806452, 151.11806452], [46.57096774, 95.25225806], [101.5283871, 38.93225806]]"
243,"[[210.7, 103.88193548], [137.12064516, 148.39290323], [26.7516129, 97.52322581], [84.8883871, 32.11935484]]","[[212.3516129, 111.60322581], [138.31806452, 151.11806452], [46.57096774, 95.25225806], [101.5283871, 38.93225806]]"
244,"[[210.7, 103.88193548], [137.12064516, 148.39290323], [26.7516129, 97.52322581], [84.8883871, 32.11935484]]","[[215.98516129, 64.36709677], [162.39032258, 121.59548387], [52.47548387, 107.06129032], [83.81483871, 26.66903226]]"
245,"[[216.15032258, 64.82129032], [162.55548387, 121.59548387], [53.09483871, 107.06129032], [83.0716129, 27.57741935]]","[[218.71032258, 99.79419355], [148.76451613, 142.03419355], [44.75419355, 94.79806452], [99.25741935, 33.48193548]]"
246,"[[209.7916129, 104.79032258], [136.21225806, 148.39290323], [26.7516129, 97.52322581], [82.16322581, 30.75677419]]","[[218.71032258, 99.79419355], [148.76451613, 142.03419355], [44.75419355, 94.79806452], [99.25741935, 33.48193548]]"
247,"[[220.23806452, 203.35032258], [130.30774194, 186.09096774], [117.59032258, 85.71419355], [223.41741935, 98.88580645]]","[[19.77354839, 191.08709677], [57.01741935, 71.18], [185.1, 70.2716129], [157.8483871, 215.15935484]]"
248,"[[237.9516129, 74.81354839], [192.98645161, 197.44580645], [64.44967742, 184.7283871], [102.14774194, 45.29096774]]","[[19.77354839, 191.08709677], [57.01741935, 71.18], [185.1, 70.2716129], [157.8483871, 215.15935484]]"
249,"[[237.9516129, 74.81354839], [192.98645161, 197.44580645], [64.44967742, 184.7283871], [102.14774194, 45.29096774]]","[[220.98129032, 202.89612903], [129.6883871, 185.18258065], [117.42516129, 85.26], [223.70645161, 99.34]]"
250,"[[220.69225806, 203.35032258], [131.21612903, 187.45354839], [118.04451613, 85.71419355], [224.78, 98.88580645]]","[[25.67806452, 201.98774194], [34.76193548, 73.45096774], [167.38645161, 46.19935484], [169.20322581, 198.35419355]]"
251,"[[236.58903226, 75.26774194], [193.44064516, 194.72064516], [64.90387097, 184.7283871], [101.23935484, 45.29096774]]","[[25.67806452, 201.98774194], [34.76193548, 73.45096774], [167.38645161, 46.19935484], [169.20322581, 198.35419355]]"
252,"[[19.93870968, 180.64064516], [88.97612903, 65.72967742], [177.99806452, 141.12580645], [181.17741935, 190.63290323]]","[[208.71806452, 223.78903226], [58.38, 171.10258065], [119.24193548, 51.19548387], [184.64580645, 37.11548387]]"
253,"[[217.51290323, 225.60580645], [56.7283871, 172.46516129], [120.31548387, 43.47419355], [188.89870968, 28.48580645]]","[[208.71806452, 223.78903226], [58.38, 171.10258065], [119.24193548, 51.19548387], [184.64580645, 37.11548387]]"
254,"[[217.51290323, 225.60580645], [56.7283871, 172.46516129], [120.31548387, 43.47419355], [188.89870968, 28.48580645]]","[[19.31935484, 179.27806452], [88.35677419, 65.72967742], [178.74129032, 135.67548387], [180.55806452, 190.63290323]]"
255,"[[19.93870968, 180.64064516], [88.52193548, 66.18387097], [177.99806452, 140.6716129], [181.17741935, 190.63290323]]","[[211.44322581, 238.32322581], [59.74258065, 182.00322581], [133.77612903, 60.73354839], [190.09612903, 47.56193548]]"
256,"[[217.05870968, 226.06], [57.18258065, 172.46516129], [129.39935484, 43.02], [188.89870968, 28.0316129]]","[[211.44322581, 238.32322581], [59.74258065, 182.00322581], [133.77612903, 60.73354839], [190.09612903, 47.56193548]]"
257,"[[102.60193548, 92.52709677], [91.24709677, 216.52193548], [164.82645161, 236.50645161], [189.35290323, 152.02645161]]","[[99.25741935, 72.54258065], [72.91419355, 195.62903226], [129.6883871, 231.51032258], [179.19548387, 152.93483871]]"
258,"[[135.75806452, 191.54129032], [155.2883871, 64.82129032], [99.87677419, 32.57354839], [48.55290323, 112.96580645]]","[[99.25741935, 72.54258065], [72.91419355, 195.62903226], [129.6883871, 231.51032258], [179.19548387, 152.93483871]]"
259,"[[135.75806452, 191.54129032], [155.2883871, 64.82129032], [99.87677419, 32.57354839], [48.55290323, 112.96580645]]","[[101.98258065, 92.07290323], [91.53612903, 215.15935484], [169.20322581, 233.32709677], [189.64193548, 152.48064516]]"
260,"[[100.78516129, 92.98129032], [91.70129032, 216.06774194], [169.3683871, 234.23548387], [188.44451613, 152.93483871]]","[[154.21483871, 184.27419355], [179.64967742, 65.27548387], [128.32580645, 31.66516129], [73.82258065, 103.88193548]]"
261,"[[134.84967742, 191.99548387], [157.10516129, 63.91290323], [98.9683871, 31.21096774], [49.91548387, 112.5116129]]","[[154.21483871, 184.27419355], [179.64967742, 65.27548387], [128.32580645, 31.66516129], [73.82258065, 103.88193548]]"
262,"[[76.71290323, 7.13870968], [186.62774194, 173.82774194], [133.03290323, 240.14], [39.92322581, 215.15935484]]","[[191.45870968, 242.41096774], [51.56709677, 85.71419355], [97.44064516, 11.68064516], [198.2716129, 18.03935484]]"
263,"[[64.44967742, 8.95548387], [192.07806452, 160.20193548], [148.02129032, 225.60580645], [53.54903226, 216.06774194]]","[[191.45870968, 242.41096774], [51.56709677, 85.71419355], [97.44064516, 11.68064516], [198.2716129, 18.03935484]]"
264,"[[64.44967742, 8.95548387], [192.07806452, 160.20193548], [148.02129032, 225.60580645], [53.54903226, 216.06774194]]","[[76.54774194, 7.13870968], [186.46258065, 174.73612903], [134.23032258, 235.14387097], [40.21225806, 216.06774194]]"
265,"[[77.16709677, 7.59290323], [186.62774194, 173.82774194], [134.84967742, 235.59806452], [41.74, 217.88451613]]","[[50.65870968, 12.58903226], [194.18387097, 153.38903226], [153.76064516, 221.97225806], [59.74258065, 222.88064516]]"
266,"[[64.44967742, 8.95548387], [192.98645161, 160.65612903], [149.38387097, 224.69741935], [53.09483871, 215.61354839]]","[[50.65870968, 12.58903226], [194.18387097, 153.38903226], [153.76064516, 221.97225806], [59.74258065, 222.88064516]]"
267,"[[187.08193548, 2.59677419], [15.85096774, 211.0716129], [87.15935484, 254.67419355], [166.18903226, 145.21354839]]","[[172.38258065, 7.59290323], [43.84580645, 216.52193548], [115.15419355, 248.76967742], [171.9283871, 140.6716129]]"
268,"[[31.74774194, 247.86129032], [247.48967742, 58.0083871], [179.36064516, 3.05096774], [81.25483871, 102.51935484]]","[[172.38258065, 7.59290323], [43.84580645, 216.52193548], [115.15419355, 248.76967742], [171.9283871, 140.6716129]]"
269,"[[32.20193548, 248.31548387], [247.48967742, 58.0083871], [149.83806452, 50.28709677], [80.80064516, 100.2483871]]","[[189.64193548, 2.59677419], [17.95677419, 211.0716129], [110.15806452, 201.53354839], [164.20709677, 144.30516129]]"
270,"[[187.99032258, 3.05096774], [15.85096774, 211.0716129], [109.41483871, 196.9916129], [223.41741935, 74.35935484]]","[[160.57354839, 0.32580645], [10.68967742, 208.80064516], [100.62, 189.72451613], [199.63419355, 64.82129032]]"
271,"[[32.65612903, 248.31548387], [247.94387097, 58.46258065], [148.92967742, 58.91677419], [10.40064516, 169.74]]","[[160.57354839, 0.32580645], [10.68967742, 208.80064516], [100.62, 189.72451613], [199.63419355, 64.82129032]]"
272,"[[218.87548387, 63.00451613], [173.45612903, 192.90387097], [37.19806452, 196.53741935], [85.34258065, 28.48580645]]","[[13.41483871, 182.9116129], [74.73096774, 43.9283871], [224.16064516, 48.47032258], [160.11935484, 231.05612903]]"
273,"[[20.84709677, 185.63677419], [75.35032258, 57.55419355], [212.97096774, 58.91677419], [157.55935484, 227.42258065]]","[[13.41483871, 182.9116129], [74.73096774, 43.9283871], [224.16064516, 48.47032258], [160.11935484, 231.05612903]]"
274,"[[20.84709677, 185.63677419], [75.35032258, 57.55419355], [212.97096774, 58.91677419], [157.55935484, 227.42258065]]","[[218.25612903, 62.55032258], [174.19935484, 191.08709677], [36.57870968, 197.44580645], [84.26903226, 28.0316129]]"
275,"[[219.32967742, 63.45870968], [174.36451613, 192.44967742], [37.65225806, 196.08322581], [83.98, 27.57741935]]","[[243.23677419, 102.06516129], [161.48193548, 218.33870968], [21.59032258, 186.99935484], [115.6083871, 26.21483871]]"
276,"[[20.84709677, 183.82], [75.80451613, 57.55419355], [212.51677419, 57.55419355], [156.65096774, 226.9683871]]","[[243.23677419, 102.06516129], [161.48193548, 218.33870968], [21.59032258, 186.99935484], [115.6083871, 26.21483871]]"
277,"[[136.21225806, 224.69741935], [20.39290323, 92.98129032], [185.71935484, 32.57354839], [191.62387097, 151.57225806]]","[[60.65096774, 226.06], [53.83806452, 50.74129032], [217.80193548, 109.33225806], [148.76451613, 209.25483871]]"
278,"[[102.14774194, 48.92451613], [214.33354839, 162.47290323], [119.86129032, 213.79677419], [54.9116129, 117.96193548]]","[[61.10516129, 225.60580645], [54.29225806, 50.28709677], [167.84064516, 82.53483871], [148.76451613, 209.25483871]]"
279,"[[102.14774194, 48.92451613], [214.33354839, 162.47290323], [119.86129032, 213.79677419], [54.9116129, 117.96193548]]","[[136.50129032, 223.78903226], [20.22774194, 93.88967742], [126.96322581, 45.74516129], [191.91290323, 152.48064516]]"
280,"[[137.57483871, 223.78903226], [20.84709677, 93.88967742], [127.1283871, 46.19935484], [192.07806452, 153.84322581]]","[[106.07032258, 39.38645161], [230.51935484, 149.30129032], [134.68451613, 209.70903226], [58.38, 112.96580645]]"
281,"[[101.69354839, 50.28709677], [215.24193548, 162.47290323], [119.40709677, 211.0716129], [54.45741935, 117.96193548]]","[[106.52451613, 39.84064516], [230.97354839, 149.30129032], [133.32193548, 209.25483871], [59.2883871, 112.5116129]]"
282,"[[233.86387097, 92.52709677], [126.67419355, 243.77354839], [48.09870968, 177.00709677], [69.9, 1.23419355]]","[[24.31548387, 130.67935484], [147.85612903, 4.41354839], [214.62258065, 80.71806452], [163.75290323, 246.95290323]]"
283,"[[22.20967742, 117.96193548], [163.91806452, 0.78], [220.69225806, 85.71419355], [151.65483871, 251.94903226]]","[[24.31548387, 130.67935484], [147.85612903, 4.41354839], [214.62258065, 80.71806452], [163.75290323, 246.95290323]]"
284,"[[230.23032258, 92.98129032], [133.03290323, 240.14], [53.54903226, 177.00709677], [71.71677419, 8.04709677]]","[[24.31548387, 130.67935484], [147.85612903, 4.41354839], [214.62258065, 80.71806452], [163.75290323, 246.95290323]]"
285,"[[140.3, 40.29483871], [220.69225806, 85.26], [153.4716129, 251.94903226], [20.84709677, 117.50774194]]","[[140.58903226, 194.72064516], [46.11677419, 176.09870968], [67.91806452, 1.23419355], [234.60709677, 93.43548387]]"
286,"[[143.93354839, 194.72064516], [53.54903226, 177.46129032], [70.8083871, 7.59290323], [230.68451613, 92.98129032]]","[[140.58903226, 194.72064516], [46.11677419, 176.09870968], [67.91806452, 1.23419355], [234.60709677, 93.43548387]]"
287,"[[143.93354839, 194.72064516], [53.54903226, 177.46129032], [70.8083871, 7.59290323], [230.68451613, 92.98129032]]","[[138.77225806, 40.74903226], [221.88967742, 85.26], [156.48580645, 252.40322581], [21.13612903, 118.41612903]]"
288,"[[232.95548387, 92.07290323], [127.1283871, 242.41096774], [48.09870968, 177.91548387], [68.9916129, 2.14258065]]","[[27.04064516, 106.15290323], [177.37870968, 2.59677419], [223.70645161, 92.52709677], [144.22258065, 247.86129032]]"
289,"[[21.75548387, 117.96193548], [163.91806452, 0.78], [221.60064516, 85.26], [153.4716129, 252.40322581]]","[[27.04064516, 106.15290323], [177.37870968, 2.59677419], [223.70645161, 92.52709677], [144.22258065, 247.86129032]]"
290,"[[230.68451613, 93.43548387], [132.57870968, 239.68580645], [54.45741935, 177.91548387], [71.71677419, 8.95548387]]","[[27.04064516, 106.15290323], [177.37870968, 2.59677419], [223.70645161, 92.52709677], [144.22258065, 247.86129032]]"
291,"[[103.05612903, 246.95290323], [33.56451613, 200.17096774], [133.03290323, 15.31419355], [213.42516129, 63.91290323]]","[[122.42129032, 2.14258065], [203.26774194, 27.12322581], [159.66516129, 236.50645161], [69.28064516, 211.98]]"
292,"[[108.50645161, 254.67419355], [32.65612903, 211.0716129], [128.49096774, 13.9516129], [215.24193548, 60.27935484]]","[[122.42129032, 2.14258065], [203.26774194, 27.12322581], [159.66516129, 236.50645161], [69.28064516, 211.98]]"
293,"[[123.49483871, 252.85741935], [45.82774194, 216.52193548], [121.67806452, 17.58516129], [207.06645161, 55.73741935]]","[[122.42129032, 2.14258065], [203.26774194, 27.12322581], [159.66516129, 236.50645161], [69.28064516, 211.98]]"
294,"[[193.44064516, 184.27419355], [33.11032258, 210.16322581], [117.59032258, 25.76064516], [215.69612903, 60.73354839]]","[[186.91677419, 180.64064516], [33.85354839, 199.26258065], [122.42129032, 26.66903226], [212.80580645, 63.45870968]]"
295,"[[196.62, 175.19032258], [46.73612903, 216.06774194], [112.59419355, 29.39419355], [206.61225806, 56.1916129]]","[[186.91677419, 180.64064516], [33.85354839, 199.26258065], [122.42129032, 26.66903226], [212.80580645, 63.45870968]]"
296,"[[196.62, 175.19032258], [46.73612903, 216.06774194], [112.59419355, 29.39419355], [206.61225806, 56.1916129]]","[[193.27548387, 183.82], [34.30774194, 211.98], [117.87935484, 23.48967742], [215.53096774, 62.09612903]]"
297,"[[186.62774194, 180.64064516], [34.92709677, 199.71677419], [123.49483871, 26.66903226], [212.97096774, 63.45870968]]","[[58.83419355, 96.61483871], [196.90903226, 31.66516129], [166.47806452, 223.33483871], [68.37225806, 212.43419355]]"
298,"[[193.44064516, 184.27419355], [34.47290323, 210.61741935], [118.04451613, 25.30645161], [215.24193548, 60.27935484]]","[[58.83419355, 96.61483871], [196.90903226, 31.66516129], [166.47806452, 223.33483871], [68.37225806, 212.43419355]]"
299,"[[196.16580645, 173.82774194], [47.64451613, 215.15935484], [112.14, 28.94], [205.70387097, 55.28322581]]","[[58.83419355, 96.61483871], [196.90903226, 31.66516129], [166.47806452, 223.33483871], [68.37225806, 212.43419355]]"
300,"[[220.23806452, 55.28322581], [217.96709677, 178.82387097], [87.61354839, 182.00322581], [27.20580645, 98.4316129]]","[[185.55419355, 61.64193548], [207.35548387, 168.8316129], [95.16967742, 192.90387097], [27.49483871, 134.76709677]]"
301,"[[212.97096774, 54.37483871], [222.50903226, 170.19419355], [100.78516129, 180.64064516], [38.56064516, 107.96967742]]","[[185.55419355, 61.64193548], [207.35548387, 168.8316129], [95.16967742, 192.90387097], [27.49483871, 134.76709677]]"
302,"[[212.97096774, 54.37483871], [222.50903226, 170.19419355], [100.78516129, 180.64064516], [38.56064516, 107.96967742]]","[[219.61870968, 51.64967742], [219.61870968, 178.82387097], [87.4483871, 180.18645161], [27.04064516, 97.52322581]]"
303,"[[219.32967742, 53.46645161], [219.32967742, 180.18645161], [71.71677419, 176.55290323], [34.47290323, 94.34387097]]","[[210.98903226, 59.37096774], [209.62645161, 173.37354839], [75.18516129, 167.46903226], [40.66645161, 93.43548387]]"
304,"[[213.87935484, 53.46645161], [221.60064516, 168.8316129], [86.25096774, 177.46129032], [44.01096774, 104.79032258]]","[[210.98903226, 59.37096774], [209.62645161, 173.37354839], [75.18516129, 167.46903226], [40.66645161, 93.43548387]]"
305,"[[211.15419355, 14.86], [117.59032258, 231.51032258], [46.28193548, 196.9916129], [94.42645161, 59.37096774]]","[[217.80193548, 16.67677419], [103.34516129, 231.05612903], [33.39935484, 189.27032258], [94.71548387, 52.10387097]]"
306,"[[220.69225806, 18.03935484], [110.32322581, 226.51419355], [41.28580645, 187.45354839], [101.69354839, 53.46645161]]","[[217.80193548, 16.67677419], [103.34516129, 231.05612903], [33.39935484, 189.27032258], [94.71548387, 52.10387097]]"
307,"[[220.69225806, 18.03935484], [110.32322581, 226.51419355], [41.28580645, 187.45354839], [101.69354839, 53.46645161]]","[[211.44322581, 14.86], [116.51677419, 232.87290323], [46.57096774, 196.9916129], [94.26129032, 60.27935484]]"
308,"[[211.6083871, 15.31419355], [115.77354839, 237.41483871], [50.36967742, 222.88064516], [94.42645161, 59.37096774]]","[[250.04967742, 71.18], [73.82258065, 234.23548387], [20.22774194, 190.63290323], [127.8716129, 63.45870968]]"
309,"[[220.23806452, 18.49354839], [106.23548387, 233.78129032], [43.10258065, 213.79677419], [101.23935484, 53.46645161]]","[[250.04967742, 71.18], [73.82258065, 234.23548387], [20.22774194, 190.63290323], [127.8716129, 63.45870968]]"
310,"[[245.21870968, 101.15677419], [214.78774194, 168.8316129], [58.09096774, 190.17870968], [43.10258065, 122.95806452]]","[[235.06129032, 75.26774194], [210.53483871, 155.66], [33.85354839, 194.72064516], [8.87290323, 126.13741935]]"
311,"[[252.0316129, 134.31290323], [202.07032258, 204.25870968], [15.85096774, 190.63290323], [13.58, 110.69483871]]","[[235.06129032, 75.26774194], [210.53483871, 155.66], [33.85354839, 194.72064516], [8.87290323, 126.13741935]]"
312,"[[252.0316129, 134.31290323], [202.07032258, 204.25870968], [15.85096774, 190.63290323], [13.58, 110.69483871]]","[[245.05354839, 102.06516129], [215.53096774, 168.8316129], [57.92580645, 190.17870968], [42.93741935, 123.41225806]]"
313,"[[245.21870968, 101.15677419], [215.24193548, 169.28580645], [58.99935484, 190.63290323], [43.55677419, 122.95806452]]","[[32.49096774, 200.62516129], [47.93354839, 116.14516129], [220.52709677, 53.01225806], [254.5916129, 120.68709677]]"
314,"[[251.57741935, 135.22129032], [203.88709677, 204.25870968], [15.39677419, 189.72451613], [12.6716129, 110.69483871]]","[[32.49096774, 200.62516129], [47.93354839, 116.14516129], [220.52709677, 53.01225806], [254.5916129, 120.68709677]]"
315,"[[105.78129032, 56.1916129], [172.09354839, 50.28709677], [108.96064516, 149.75548387], [166.64322581, 164.28967742]]","[[100.16580645, 63.91290323], [162.84451613, 59.37096774], [108.34129032, 152.48064516], [161.48193548, 165.65225806]]"
316,"[[100.78516129, 63.00451613], [164.82645161, 59.37096774], [101.69354839, 151.57225806], [155.74258065, 166.56064516]]","[[100.16580645, 63.91290323], [162.84451613, 59.37096774], [108.34129032, 152.48064516], [161.48193548, 165.65225806]]"
317,"[[100.78516129, 63.00451613], [164.82645161, 59.37096774], [101.69354839, 151.57225806], [155.74258065, 166.56064516]]","[[105.16193548, 56.64580645], [171.47419355, 50.74129032], [109.24967742, 149.75548387], [166.93225806, 164.28967742]]"
318,"[[105.32709677, 57.55419355], [171.63935484, 50.74129032], [108.50645161, 148.84709677], [168.00580645, 162.92709677]]","[[96.98645161, 69.36322581], [157.39419355, 60.73354839], [107.43290323, 149.75548387], [161.02774194, 162.47290323]]"
319,"[[100.78516129, 62.09612903], [164.37225806, 59.82516129], [101.69354839, 149.75548387], [155.74258065, 165.65225806]]","[[96.98645161, 69.36322581], [157.39419355, 60.73354839], [107.43290323, 149.75548387], [161.02774194, 162.47290323]]"
320,"[[152.56322581, 10.31806452], [87.15935484, 56.64580645], [99.87677419, 238.32322581], [170.27677419, 219.24709677]]","[[171.47419355, 15.31419355], [96.07806452, 55.28322581], [80.63548387, 227.87677419], [146.03935484, 227.42258065]]"
321,"[[162.55548387, 18.94774194], [95.78903226, 63.00451613], [88.06774194, 232.87290323], [154.38, 226.51419355]]","[[171.47419355, 15.31419355], [96.07806452, 55.28322581], [80.63548387, 227.87677419], [146.03935484, 227.42258065]]"
322,"[[162.55548387, 18.94774194], [95.78903226, 63.00451613], [88.06774194, 232.87290323], [154.38, 226.51419355]]","[[151.94387097, 9.40967742], [88.35677419, 57.1], [101.07419355, 240.14], [169.65741935, 219.24709677]]"
323,"[[153.01741935, 10.31806452], [87.61354839, 57.55419355], [98.9683871, 238.32322581], [162.10129032, 231.96451613]]","[[169.65741935, 12.58903226], [91.53612903, 54.37483871], [81.08967742, 236.50645161], [139.22645161, 240.59419355]]"
324,"[[163.00967742, 18.94774194], [94.88064516, 62.55032258], [86.70516129, 233.78129032], [145.29612903, 236.50645161]]","[[169.65741935, 12.58903226], [91.53612903, 54.37483871], [81.08967742, 236.50645161], [139.22645161, 240.59419355]]"
325,"[[125.3116129, 242.86516129], [109.86903226, 233.78129032], [137.12064516, 83.89741935], [131.67032258, 15.31419355]]","[[128.32580645, 243.77354839], [114.24580645, 234.68967742], [134.68451613, 83.89741935], [128.32580645, 18.49354839]]"
326,"[[123.49483871, 243.77354839], [111.68580645, 234.68967742], [136.21225806, 79.35548387], [129.85354839, 15.7683871]]","[[128.32580645, 243.77354839], [114.24580645, 234.68967742], [134.68451613, 83.89741935], [128.32580645, 18.49354839]]"
327,"[[123.49483871, 243.77354839], [111.68580645, 234.68967742], [136.21225806, 79.35548387], [129.85354839, 15.7683871]]","[[123.78387097, 243.77354839], [110.15806452, 233.78129032], [136.50129032, 84.3516129], [132.41354839, 15.31419355]]"
328,"[[124.40322581, 243.31935484], [111.2316129, 235.59806452], [140.75419355, 22.58129032], [125.3116129, 136.58387097]]","[[113.33741935, 245.13612903], [100.62, 235.14387097], [147.85612903, 25.30645161], [121.96709677, 134.76709677]]"
329,"[[124.40322581, 243.31935484], [111.2316129, 236.05225806], [138.48322581, 22.58129032], [123.49483871, 131.58774194]]","[[113.33741935, 245.13612903], [100.62, 235.14387097], [147.85612903, 25.30645161], [121.96709677, 134.76709677]]"
330,"[[140.3, 17.58516129], [100.78516129, 58.91677419], [135.30387097, 164.28967742], [141.2083871, 243.31935484]]","[[138.31806452, 18.94774194], [102.43677419, 59.37096774], [136.50129032, 164.28967742], [143.7683871, 242.41096774]]"
331,"[[132.12451613, 18.94774194], [98.9683871, 66.18387097], [134.39548387, 165.19806452], [140.3, 243.31935484]]","[[138.31806452, 18.94774194], [102.43677419, 59.37096774], [136.50129032, 164.28967742], [143.7683871, 242.41096774]]"
332,"[[132.12451613, 18.94774194], [98.9683871, 66.18387097], [134.39548387, 165.19806452], [140.3, 243.31935484]]","[[139.68064516, 18.49354839], [100.16580645, 59.82516129], [134.68451613, 164.28967742], [140.13483871, 242.41096774]]"
333,"[[140.3, 18.03935484], [100.78516129, 62.55032258], [133.94129032, 162.92709677], [140.75419355, 243.31935484]]","[[136.04709677, 18.03935484], [96.53225806, 61.64193548], [138.77225806, 165.65225806], [151.03548387, 247.86129032]]"
334,"[[133.03290323, 19.85612903], [99.42258065, 64.82129032], [133.48709677, 164.74387097], [140.3, 243.77354839]]","[[136.04709677, 18.03935484], [96.53225806, 61.64193548], [138.77225806, 165.65225806], [151.03548387, 247.86129032]]"
335,"[[126.67419355, 237.86903226], [143.02516129, 241.50258065], [116.68193548, 11.22645161], [130.30774194, 16.22258065]]","[[132.41354839, 235.14387097], [148.31032258, 238.32322581], [111.06645161, 10.31806452], [122.87548387, 11.68064516]]"
336,"[[128.03677419, 235.14387097], [143.02516129, 237.86903226], [116.68193548, 14.40580645], [128.94516129, 17.58516129]]","[[132.41354839, 235.14387097], [148.31032258, 238.32322581], [111.06645161, 10.31806452], [122.87548387, 11.68064516]]"
337,"[[128.03677419, 235.14387097], [143.02516129, 237.86903226], [116.68193548, 14.40580645], [128.94516129, 17.58516129]]","[[125.60064516, 237.86903226], [142.40580645, 240.14], [116.06258065, 10.31806452], [129.6883871, 16.22258065]]"
338,"[[127.1283871, 238.77741935], [142.57096774, 240.14], [116.22774194, 10.77225806], [129.39935484, 16.22258065]]","[[131.50516129, 236.05225806], [146.49354839, 237.86903226], [118.33354839, 11.22645161], [130.59677419, 16.22258065]]"
339,"[[128.49096774, 234.68967742], [143.02516129, 237.86903226], [117.13612903, 14.40580645], [128.49096774, 17.13096774]]","[[131.50516129, 236.05225806], [146.49354839, 237.86903226], [118.33354839, 11.22645161], [130.59677419, 16.22258065]]"
340,"[[197.07419355, 54.82903226], [166.18903226, 193.35806452], [60.81612903, 81.17225806], [118.04451613, 168.8316129]]","[[215.98516129, 50.28709677], [178.28709677, 195.62903226], [73.82258065, 76.17612903], [131.05096774, 168.8316129]]"
341,"[[226.14258065, 50.28709677], [174.36451613, 184.7283871], [65.35806452, 63.91290323], [122.58645161, 160.20193548]]","[[230.06516129, 58.0083871], [178.28709677, 195.62903226], [73.82258065, 76.17612903], [131.05096774, 168.8316129]]"
342,"[[219.78387097, 45.29096774], [176.63548387, 177.46129032], [64.90387097, 72.54258065], [126.67419355, 154.7516129]]","[[230.06516129, 58.0083871], [178.28709677, 195.62903226], [73.82258065, 76.17612903], [131.05096774, 168.8316129]]"
343,"[[177.54387097, 174.28193548], [118.49870968, 174.73612903], [58.09096774, 73.90516129], [212.97096774, 92.52709677]]","[[178.74129032, 196.08322581], [119.24193548, 186.09096774], [73.82258065, 77.99290323], [223.25225806, 119.32451613]]"
344,"[[174.36451613, 185.63677419], [123.49483871, 160.20193548], [64.44967742, 66.63806452], [219.32967742, 112.5116129]]","[[165.11548387, 193.81225806], [118.33354839, 168.8316129], [60.19677419, 81.62645161], [205.99290323, 118.87032258]]"
